gender,grade,major,ai_usage,lit_count,q2_A,q2_B,q2_C,q2_D,q2_E,q3_A,q3_B,q3_C,q3_D,q3_E,q4_pref,q5_text,q6_difficulty,q7_hardest_part,q8_pref,q9_1,q9_2,q9_3,q9_4,q9_5,q10_text,q11_A,q11_B,q11_C,q11_D,q11_E,q12_time,q13_ref_method,q14_value,q15_text,q16_attitude,q17_A,q17_B,q17_C,q17_D,q17_E,q18_trouble,q19_need,q20_text,q21_ppt_time,q22_ppt_effort,q23_ppt_need,q24_practice_count,q25_text,q30_text
男,大一,艺术/体育/其他,偶尔用,30篇以上,0,0,1,1,1,1,0,0,0,0,D,自动标注文献中使用的开源数据集,C,D,A,5,3,2,4,1,实验结果讨论总是不深入,1,0,0,0,0,D,B,A,英文翻译的引文不知道要不要加原文,A,1,0,0,0,1,C,A,降重后语句不通顺,B,B,A,A,希望AI能识别哪些是必须保留的核心术语,希望能导出到Word
男,大一,人文社科,偶尔用,6-15篇,0,1,0,1,1,1,0,0,1,0,D,提取文献中的关键公式和参数,D,A,B,4,2,5,3,1,引用了很多书但不知道怎么放进正文,1,0,0,1,0,B,A,B,图表标题和正文对不上,B,1,1,0,1,0,A,A,降重后案例公司名字变了,B,C,A,C,希望AI能保留学术语气,免费版限制字数少一点
女,大一,经管类,偶尔用,6-15篇,1,1,1,0,1,1,0,0,1,1,A,希望能自动提取实验数据和结论的关系,E,A,B,4,5,3,1,2,SWOT分析不知道怎么组织,0,1,0,0,0,B,D,B,图表标题和正文对不上,A,1,0,1,0,0,B,A,降重改完意思变了，导师说不行,A,B,A,A,希望一键生成PPT大纲,免费版限制字数少一点
男,大一,医学/农学,经常用，已融入写作流程,6-15篇,0,1,0,1,1,1,0,1,1,0,B,提取文献中的关键公式和参数,E,B,A,4,3,5,1,2,实验结果讨论总是不深入,1,1,0,0,0,A,B,A,英文翻译的引文不知道要不要加原文,C,0,0,1,0,0,C,A,经常为了降重把专业术语改错,C,D,A,B,希望AI推荐PPT模板,手机端操作不方便，希望适配
女,大四,经管类,偶尔用,5篇以内,1,0,0,1,0,0,0,0,1,1,A,希望AI能自动标注文献中的研究方法部分,B,A,B,1,5,3,4,2,实验设计和数据分析的逻辑链不清晰,1,1,0,1,0,A,A,D,手打参考文献格式经常漏点,A,1,1,0,0,1,B,A,经常为了降重把专业术语改错,C,A,D,A,希望AI能根据论文自动生成讲稿,不要收集个人隐私
女,大四,理工科,经常用，已融入写作流程,30篇以上,1,1,1,0,1,1,0,0,0,0,C,希望AI自动做文献综述的表格,E,B,A,3,4,1,5,2,引用了很多书但不知道怎么放进正文,1,1,0,1,0,B,B,A,参考文献格式不同期刊要求不一样，手动改吐了,B,1,1,1,0,0,D,A,改重了10遍还是红,B,C,D,C,希望AI给出降重后的可读性评分,希望能识别手写文献
男,大三,人文社科,偶尔用,6-15篇,1,0,0,0,0,0,0,0,1,1,C,自动提取不同理论流派的对比,C,A,C,2,4,5,3,1,数据分析部分最难写，希望AI提供分析框架,1,0,0,1,0,C,A,A,论文里很多中文参考文献，知网导出格式总错,B,1,0,0,0,0,A,C,改重改得自己都看不懂了,A,B,B,D,希望AI能保留学术语气,不要收集个人隐私
女,大一,理工科,偶尔用,16-30篇,1,0,1,1,0,1,0,0,0,0,A,希望AI能自动标注文献中的研究方法部分,C,A,B,4,3,5,1,2,SWOT分析不知道怎么组织,0,1,0,1,0,D,C,D,图表标题和正文对不上,A,1,0,0,0,0,C,B,降重后案例公司名字变了,D,A,C,B,希望AI能保留学术语气,希望能导出到Word
女,大三,艺术/体育/其他,偶尔用,6-15篇,1,0,1,1,0,1,1,0,0,0,B,自动提取不同理论流派的对比,A,D,A,1,2,3,4,5,实验结果讨论总是不深入,1,1,0,1,1,B,A,A,英文翻译的引文不知道要不要加原文,C,1,0,0,0,0,D,B,降重把引用也改了，导师说不规范,B,C,A,A,希望AI推荐PPT模板,手机端操作不方便，希望适配
男,大三,人文社科,偶尔用,16-30篇,0,0,0,1,0,1,0,0,0,0,B,自动整理文献中的案例数据,B,C,C,2,4,5,1,3,引用了很多书但不知道怎么放进正文,1,0,1,1,1,C,D,C,论文里很多中文参考文献，知网导出格式总错,C,0,0,1,0,0,B,B,经常为了降重把专业术语改错,B,B,A,C,希望PPT自动配图,希望能导出到Word
女,大二,理工科,经常用，已融入写作流程,16-30篇,1,1,1,1,1,1,0,1,0,0,B,自动整理文献中的案例数据,D,D,C,4,2,1,5,3,实验结果讨论总是不深入,1,1,0,1,0,B,B,B,参考文献和正文标号对应不上,B,0,1,0,0,0,B,A,改重改得自己都看不懂了,B,E,B,B,希望PPT自动配图,手机端操作不方便，希望适配
男,大三,经管类,偶尔用,16-30篇,1,1,0,0,1,1,0,0,0,1,D,自动对比不同文献对同一概念的定义差异,A,E,D,4,5,2,1,3,引用了很多书但不知道怎么放进正文,1,0,0,0,0,D,A,A,公式编号和交叉引用总是错,C,1,1,0,1,0,A,A,经常为了降重把专业术语改错,A,B,B,B,希望AI能识别哪些是必须保留的核心术语,希望能导出到Word
男,大三,人文社科,偶尔用,6-15篇,0,1,1,1,1,1,1,0,0,1,B,自动提取不同理论流派的对比,A,B,D,1,3,2,5,4,文献综述不知道怎么组织观点,0,0,1,0,0,B,B,A,格式调了一晚上页眉还是乱的,B,1,1,0,0,0,E,A,怕用了降重工具泄露论文,C,C,C,B,希望AI提供多种改写风格,希望能识别手写文献
男,大三,理工科,经常用，已融入写作流程,5篇以内,1,0,1,1,0,1,0,0,1,0,B,自动标注文献中使用的开源数据集,B,C,C,1,5,3,4,2,不知道怎么提炼中心论点,1,1,0,0,0,A,B,B,公式编号和交叉引用总是错,B,1,0,1,0,1,D,B,降重把引用也改了，导师说不规范,B,A,A,B,希望AI给出降重后的可读性评分,手机端操作不方便，希望适配
女,大三,理工科,偶尔用,6-15篇,1,0,1,0,0,1,0,0,0,0,B,希望能自动提取实验数据和结论的关系,B,B,C,4,2,1,5,3,SWOT分析不知道怎么组织,1,0,0,1,0,D,B,A,格式调了一晚上页眉还是乱的,A,0,1,0,0,0,B,B,改重改得自己都看不懂了,B,B,B,A,希望PPT自动配图,免费版限制字数少一点
女,大一,经管类,偶尔用,30篇以上,1,0,1,0,0,1,0,0,0,0,C,自动提取小说中的人物关系,B,B,D,2,5,3,4,1,不知道从哪章开始写，希望AI推荐顺序,1,0,0,0,0,C,B,A,图表标题和正文对不上,B,1,1,1,0,0,A,D,经常为了降重把专业术语改错,A,B,D,B,希望AI能根据论文自动生成讲稿,希望能识别手写文献
男,大三,人文社科,经常用，已融入写作流程,16-30篇,1,1,0,1,0,1,0,0,1,0,B,提取文献中的关键公式和参数,D,B,C,4,1,2,3,5,不知道从哪章开始写，希望AI推荐顺序,1,0,0,0,0,A,B,A,知网导出的参考文献总有乱码,B,1,1,1,0,0,B,D,改重改得自己都看不懂了,B,A,A,D,希望AI能根据论文自动生成讲稿,免费版限制字数少一点
男,大三,经管类,偶尔用,16-30篇,1,0,1,0,0,1,0,0,0,1,B,自动整理文献中的案例数据,A,C,A,5,2,4,3,1,文献综述不知道怎么组织观点,1,0,0,1,0,C,A,B,英文翻译的引文不知道要不要加原文,A,1,1,1,1,0,A,B,降重改完意思变了，导师说不行,B,D,C,A,希望AI能保留学术语气,希望能离线使用
女,大三,人文社科,没用过，想尝试,16-30篇,1,1,1,1,0,1,0,0,0,1,E,提取文献中的关键公式和参数,E,B,C,1,2,5,4,3,实验结果讨论总是不深入,1,0,1,1,0,A,C,A,知网导出的参考文献总有乱码,A,0,1,1,0,0,A,A,降重改完意思变了，导师说不行,B,C,A,A,希望AI提供多种改写风格,希望能离线使用
男,大四,医学/农学,经常用，已融入写作流程,16-30篇,1,0,1,0,0,0,1,0,1,0,B,提取文献中的关键公式和参数,B,C,A,1,3,5,4,2,文献综述不知道怎么组织观点,0,0,0,1,1,D,B,A,英文翻译的引文不知道要不要加原文,B,0,1,0,0,0,A,A,降重把引用也改了，导师说不规范,C,A,A,A,希望AI提供多种改写风格,希望能识别手写文献
男,大三,人文社科,偶尔用,6-15篇,1,0,1,0,1,1,0,1,0,1,B,希望能自动提取实验数据和结论的关系,D,D,A,5,2,4,3,1,不知道从哪章开始写，希望AI推荐顺序,1,1,0,0,1,B,A,A,参考文献和正文标号对应不上,B,1,0,0,0,0,B,B,降重后语句不通顺,A,A,A,B,希望AI能识别哪些是必须保留的核心术语,免费版限制字数少一点
女,大二,人文社科,偶尔用,30篇以上,1,1,1,0,1,1,1,1,0,0,B,希望AI能自动标注文献中的研究方法部分,B,D,A,5,2,4,1,3,文献综述不知道怎么组织观点,1,0,0,1,0,A,D,B,手打参考文献格式经常漏点,C,1,1,1,0,0,A,A,改重了10遍还是红,B,E,B,B,希望AI能识别哪些是必须保留的核心术语,希望能识别手写文献
女,大一,医学/农学,没用过，想尝试,6-15篇,1,0,0,1,1,0,0,0,1,1,A,提取文献中的关键公式和参数,C,C,C,4,5,1,2,3,文献综述不知道怎么组织观点,1,0,0,0,0,D,D,A,图表编号和引用老是对不上,A,0,1,0,1,0,D,A,经常为了降重把专业术语改错,B,B,B,A,希望AI能根据论文自动生成讲稿,不要收集个人隐私
男,大三,人文社科,经常用，已融入写作流程,6-15篇,1,1,0,1,1,0,0,1,0,0,B,自动提取不同理论流派的对比,A,A,C,2,3,1,4,5,不知道从哪章开始写，希望AI推荐顺序,1,0,0,0,1,C,C,A,手打参考文献格式经常漏点,C,0,1,1,1,0,A,A,经常为了降重把专业术语改错,A,B,C,A,希望AI能保留学术语气,希望能离线使用
女,大一,理工科,偶尔用,6-15篇,0,1,1,1,1,0,1,0,0,1,B,希望能自动提取实验数据和结论的关系,E,B,B,5,4,3,2,1,SWOT分析不知道怎么组织,1,1,0,0,1,C,C,A,图表标题和正文对不上,D,1,0,1,0,0,A,A,降重把引用也改了，导师说不规范,B,B,A,B,希望一键生成PPT大纲,希望能导出到Word
女,大三,理工科,偶尔用,5篇以内,1,0,1,1,0,1,0,0,1,1,B,自动整理文献中的案例数据,A,C,A,2,1,5,4,3,引用了很多书但不知道怎么放进正文,0,0,0,0,0,D,A,C,英文翻译的引文不知道要不要加原文,D,1,1,1,1,0,C,B,怕用了降重工具泄露论文,B,C,D,D,希望AI能保留学术语气,免费版限制字数少一点
男,大四,经管类,经常用，已融入写作流程,6-15篇,1,0,1,0,1,1,0,0,1,0,B,希望AI自动做文献综述的表格,A,D,A,1,4,3,2,5,SWOT分析不知道怎么组织,1,1,0,0,0,B,C,D,参考文献格式不同期刊要求不一样，手动改吐了,A,1,1,1,0,0,D,A,经常为了降重把专业术语改错,D,B,C,B,希望AI能保留学术语气,希望能导出到Word
女,大三,人文社科,经常用，已融入写作流程,16-30篇,0,0,1,1,1,1,0,0,0,1,B,提取文献中的关键公式和参数,E,C,B,4,1,2,5,3,引用了很多书但不知道怎么放进正文,0,1,0,1,0,C,B,B,参考文献格式不同期刊要求不一样，手动改吐了,B,1,0,1,1,0,C,A,降重后案例公司名字变了,C,A,A,B,希望AI给出降重后的可读性评分,希望能离线使用
男,大三,经管类,没用过，想尝试,5篇以内,1,1,1,1,0,1,0,0,0,0,A,自动对比不同文献对同一概念的定义差异,A,A,A,1,4,3,2,5,实验结果讨论总是不深入,1,1,0,0,0,B,B,A,论文里很多中文参考文献，知网导出格式总错,A,1,0,1,0,0,A,A,降重后案例公司名字变了,A,A,B,B,希望AI给出降重后的可读性评分,希望能离线使用
女,大三,理工科,偶尔用,16-30篇,0,0,0,1,0,1,0,0,0,0,B,希望能自动提取实验数据和结论的关系,A,D,C,1,2,5,3,4,文献综述不知道怎么组织观点,0,0,1,1,0,B,A,A,图表标题和正文对不上,C,0,1,0,1,0,A,B,降重后案例公司名字变了,B,A,A,B,希望AI提供多种改写风格,手机端操作不方便，希望适配
女,大三,理工科,偶尔用,6-15篇,0,1,1,0,1,1,0,0,0,0,B,希望AI能自动标注文献中的研究方法部分,A,D,A,5,3,4,1,2,文献综述不知道怎么组织观点,0,1,0,1,0,B,C,A,参考文献格式不同期刊要求不一样，手动改吐了,A,1,1,1,1,0,B,B,降重后案例公司名字变了,A,B,D,A,希望AI给出降重后的可读性评分,希望能导出到Word
女,大三,理工科,经常用，已融入写作流程,6-15篇,1,1,0,1,0,1,0,0,0,1,D,自动提取案例公司财务数据,D,C,B,2,1,3,5,4,导师给的框架太抽象，希望AI给个具体例子,1,0,0,0,0,B,B,A,论文里很多中文参考文献，知网导出格式总错,B,1,1,0,0,0,D,A,降重把引用也改了，导师说不规范,B,E,B,C,希望PPT自动配图,免费版限制字数少一点
男,大四,理工科,没用过，想尝试,6-15篇,0,1,1,0,1,1,0,0,0,1,D,自动整理文献中的案例数据,C,D,A,1,2,4,5,3,不知道怎么提炼中心论点,0,1,0,0,0,A,A,A,图表编号和引用老是对不上,A,1,0,0,0,0,C,C,降重后案例公司名字变了,C,A,A,A,希望AI能保留学术语气,希望能离线使用
女,大三,人文社科,偶尔用,6-15篇,1,0,1,0,1,1,0,0,1,1,A,自动整理文献中的案例数据,A,A,D,1,5,4,3,2,实验结果讨论总是不深入,1,1,1,0,1,A,B,B,图表标题和正文对不上,A,1,1,1,1,0,C,A,降重改完意思变了，导师说不行,C,A,B,D,希望AI推荐PPT模板,希望能识别手写文献
男,硕士,理工科,经常用，已融入写作流程,16-30篇,1,1,1,1,0,1,0,0,0,1,B,自动提取案例公司财务数据,B,C,B,5,3,4,1,2,实验设计和数据分析的逻辑链不清晰,1,0,0,1,0,C,B,B,图表标题和正文对不上,B,0,0,0,1,1,D,A,降重改完意思变了，导师说不行,D,D,B,B,希望PPT自动配图,希望能导出到Word
男,大四,人文社科,经常用，已融入写作流程,6-15篇,1,1,0,1,0,0,0,0,0,0,B,自动提取不同理论流派的对比,A,B,B,1,5,3,2,4,实验设计和数据分析的逻辑链不清晰,0,0,0,0,0,C,A,A,参考文献格式不同期刊要求不一样，手动改吐了,A,0,0,0,0,0,E,B,降重把文学性表达改没了,B,A,B,B,希望AI提供多种改写风格,希望有多语言支持
男,大二,医学/农学,偶尔用,16-30篇,0,0,1,0,0,1,0,1,0,1,B,希望AI自动做文献综述的表格,E,B,A,5,2,4,3,1,引用了很多书但不知道怎么放进正文,1,0,1,0,0,A,C,B,公式编号和交叉引用总是错,B,1,0,0,0,1,A,D,改重了10遍还是红,C,C,A,A,希望AI能根据论文自动生成讲稿,希望能识别手写文献
女,大一,理工科,经常用，已融入写作流程,6-15篇,0,0,1,0,0,1,0,1,1,0,A,自动整理文献中的案例数据,B,E,C,4,5,2,3,1,数据分析部分最难写，希望AI提供分析框架,1,1,1,0,0,C,A,A,格式调了一晚上页眉还是乱的,B,0,0,1,0,0,D,C,改重改得自己都看不懂了,B,A,A,A,希望AI能根据论文自动生成讲稿,手机端操作不方便，希望适配
女,大一,人文社科,没用过，想尝试,16-30篇,1,1,1,1,0,1,0,0,0,0,D,自动整理文献中的案例数据,A,B,C,5,1,4,3,2,文献综述不知道怎么组织观点,1,0,0,1,1,B,A,B,图表编号和引用老是对不上,B,0,0,1,0,0,A,A,降重改完意思变了，导师说不行,B,A,B,B,希望能根据论文内容自动生成图表目录,手机端操作不方便，希望适配
男,大一,经管类,经常用，已融入写作流程,30篇以上,1,0,0,1,1,0,1,1,0,0,B,希望AI能自动标注文献中的研究方法部分,B,D,B,4,3,5,2,1,大纲列好了但写作时总跑偏，希望AI能提示章节重点,0,0,0,1,0,D,A,C,知网导出的参考文献总有乱码,B,1,0,1,0,0,A,C,改重改得自己都看不懂了,B,C,C,B,希望AI能根据论文自动生成讲稿,希望能离线使用
女,大一,理工科,没用过，想尝试,16-30篇,1,1,1,1,0,0,0,0,1,1,B,自动整理文献中的案例数据,C,E,B,5,3,2,1,4,文献综述不知道怎么组织观点,0,0,1,0,0,C,C,A,图表编号和引用老是对不上,B,1,0,0,0,0,A,A,降重把文学性表达改没了,B,A,A,B,希望一键生成PPT大纲,免费版限制字数少一点
男,大三,人文社科,偶尔用,6-15篇,0,0,1,1,0,1,0,0,0,1,C,希望能自动提取实验数据和结论的关系,E,C,A,5,1,3,2,4,导师给的框架太抽象，希望AI给个具体例子,0,1,1,1,0,B,C,A,知网导出的参考文献总有乱码,A,1,0,1,1,0,A,A,改重了10遍还是红,C,B,A,A,希望AI给出降重后的可读性评分,希望能离线使用
女,大一,医学/农学,经常用，已融入写作流程,5篇以内,1,0,0,1,0,0,0,0,0,0,C,自动提取不同理论流派的对比,C,B,A,5,4,2,3,1,引用了很多书但不知道怎么放进正文,0,1,1,1,0,A,C,A,论文里很多中文参考文献，知网导出格式总错,C,1,1,1,0,0,A,A,降重改完意思变了，导师说不行,C,C,D,A,希望AI能识别哪些是必须保留的核心术语,希望能识别手写文献
男,大二,医学/农学,没用过，想尝试,6-15篇,1,1,0,0,1,1,0,0,0,0,B,希望AI自动做文献综述的表格,D,B,D,3,1,2,4,5,SWOT分析不知道怎么组织,0,1,0,1,1,B,A,A,英文翻译的引文不知道要不要加原文,B,1,1,0,1,0,D,B,降重改完意思变了，导师说不行,C,B,A,B,希望一键生成PPT大纲,希望能离线使用
女,大四,理工科,偶尔用,16-30篇,1,0,0,1,0,0,0,1,0,1,A,自动对比不同文献对同一概念的定义差异,A,A,D,5,1,4,3,2,文献综述不知道怎么组织观点,1,1,0,1,0,B,B,A,知网导出的参考文献总有乱码,A,1,0,0,0,0,C,A,改重了10遍还是红,B,B,A,A,希望AI能根据论文自动生成讲稿,希望能导出到Word
男,大一,医学/农学,经常用，已融入写作流程,5篇以内,0,0,1,1,0,1,1,0,0,0,B,希望AI自动做文献综述的表格,B,A,D,1,2,3,5,4,SWOT分析不知道怎么组织,1,0,0,1,0,C,B,B,论文里很多中文参考文献，知网导出格式总错,A,1,1,0,0,0,E,C,改重了10遍还是红,C,B,C,B,希望AI提供多种改写风格,希望能导出到Word
女,大四,人文社科,经常用，已融入写作流程,6-15篇,1,0,1,0,1,1,0,0,0,1,B,自动提取不同理论流派的对比,C,B,A,3,4,1,5,2,不知道从哪章开始写，希望AI推荐顺序,1,0,1,1,0,C,C,B,英文翻译的引文不知道要不要加原文,B,1,0,1,0,0,B,A,改重改得自己都看不懂了,B,A,A,C,希望AI能识别哪些是必须保留的核心术语,希望能离线使用
男,大二,理工科,偶尔用,16-30篇,1,0,1,1,1,1,1,0,0,1,B,自动标注文献中使用的开源数据集,E,C,C,2,3,4,1,5,不知道从哪章开始写，希望AI推荐顺序,1,1,0,1,0,B,B,A,图表编号和引用老是对不上,A,1,1,1,0,0,A,D,降重后语句不通顺,C,C,C,A,希望AI能识别哪些是必须保留的核心术语,不要收集个人隐私
男,大一,人文社科,偶尔用,6-15篇,1,0,0,0,0,1,1,0,0,0,C,希望能自动提取实验数据和结论的关系,C,C,C,5,4,1,2,3,实验结果讨论总是不深入,0,0,0,0,1,A,B,B,参考文献格式不同期刊要求不一样，手动改吐了,A,1,0,1,0,1,E,A,经常为了降重把专业术语改错,B,A,C,B,希望AI能识别哪些是必须保留的核心术语,手机端操作不方便，希望适配
男,大三,艺术/体育/其他,偶尔用,16-30篇,0,0,1,1,1,0,1,1,1,0,B,自动标注文献中使用的开源数据集,E,B,B,1,5,4,3,2,文献综述不知道怎么组织观点,0,0,1,0,1,B,B,A,公式编号和交叉引用总是错,C,1,0,0,0,0,B,C,怕用了降重工具泄露论文,B,A,A,A,希望PPT自动配图,希望能识别手写文献
女,大三,人文社科,偶尔用,6-15篇,1,1,1,1,0,0,1,0,1,1,E,自动提取不同理论流派的对比,B,D,A,4,2,5,3,1,实验结果讨论总是不深入,0,0,0,0,0,B,B,A,知网导出的参考文献总有乱码,C,1,1,1,0,0,D,A,降重后案例公司名字变了,A,A,C,B,希望AI推荐PPT模板,希望能离线使用
女,大四,理工科,偶尔用,5篇以内,1,0,1,1,0,1,0,0,1,1,A,希望AI能自动标注文献中的研究方法部分,E,A,C,5,1,4,3,2,文献综述不知道怎么组织观点,0,0,1,1,0,C,B,A,格式调了一晚上页眉还是乱的,D,1,1,1,0,0,C,A,降重把文学性表达改没了,B,E,A,A,希望能根据论文内容自动生成图表目录,希望能识别手写文献
男,大四,人文社科,没用过，想尝试,16-30篇,0,1,1,1,0,1,0,0,1,0,B,自动对比不同文献对同一概念的定义差异,A,A,A,4,1,3,2,5,数据分析部分最难写，希望AI提供分析框架,1,0,0,1,1,C,B,A,公式编号和交叉引用总是错,A,0,1,1,0,0,A,B,降重后语句不通顺,A,C,A,A,希望能根据论文内容自动生成图表目录,手机端操作不方便，希望适配
女,大四,理工科,经常用，已融入写作流程,6-15篇,1,0,0,1,0,1,0,0,0,1,B,希望AI自动做文献综述的表格,C,B,B,5,1,4,3,2,导师给的框架太抽象，希望AI给个具体例子,1,1,0,0,1,A,A,B,论文里很多中文参考文献，知网导出格式总错,B,1,1,1,0,0,B,A,经常为了降重把专业术语改错,B,B,B,C,希望AI提供多种改写风格,不要收集个人隐私
女,大二,理工科,偶尔用,16-30篇,1,1,1,1,1,1,0,0,1,0,D,提取文献中的关键公式和参数,D,A,B,3,2,4,5,1,不知道怎么提炼中心论点,1,0,0,1,0,D,B,A,论文里很多中文参考文献，知网导出格式总错,C,0,1,0,1,0,A,A,怕用了降重工具泄露论文,B,B,A,B,希望AI推荐PPT模板,希望能导出到Word
女,大二,理工科,偶尔用,6-15篇,0,0,1,1,0,1,0,0,0,0,B,自动提取小说中的人物关系,A,D,B,5,1,3,4,2,不知道怎么提炼中心论点,1,0,1,0,0,B,A,D,参考文献格式不同期刊要求不一样，手动改吐了,B,1,0,0,1,0,A,C,降重改完意思变了，导师说不行,C,A,A,C,希望AI能识别哪些是必须保留的核心术语,手机端操作不方便，希望适配
女,大四,理工科,偶尔用,6-15篇,0,1,1,0,0,1,0,0,1,1,B,希望AI自动做文献综述的表格,C,D,C,1,2,5,3,4,不知道从哪章开始写，希望AI推荐顺序,1,0,0,0,0,D,A,A,格式调了一晚上页眉还是乱的,A,1,0,1,0,0,B,B,降重后语句不通顺,B,B,A,C,希望AI能识别哪些是必须保留的核心术语,希望能识别手写文献
男,大四,理工科,经常用，已融入写作流程,16-30篇,1,0,1,1,1,1,0,0,1,1,B,希望AI能自动标注文献中的研究方法部分,B,D,B,1,5,3,2,4,不知道从哪章开始写，希望AI推荐顺序,1,1,0,1,1,B,A,A,图表标题和正文对不上,B,1,0,1,0,0,A,B,降重后语句不通顺,B,A,B,B,希望AI给出降重后的可读性评分,不要收集个人隐私
男,博士,理工科,没用过，想尝试,16-30篇,0,0,1,0,1,0,0,1,1,0,B,自动对比不同文献对同一概念的定义差异,C,A,A,2,5,1,4,3,大纲列好了但写作时总跑偏，希望AI能提示章节重点,0,0,1,0,0,B,A,A,论文里很多中文参考文献，知网导出格式总错,A,1,0,1,0,1,C,C,降重把引用也改了，导师说不规范,A,C,C,A,希望AI能根据论文自动生成讲稿,希望能离线使用
女,大三,人文社科,偶尔用,16-30篇,1,0,1,1,0,1,0,1,1,1,B,自动提取小说中的人物关系,D,D,B,1,3,5,4,2,实验结果讨论总是不深入,1,1,0,0,0,C,B,A,图表编号和引用老是对不上,B,1,1,0,1,0,D,C,降重把文学性表达改没了,C,D,B,A,希望AI能识别哪些是必须保留的核心术语,希望能导出到Word
女,大三,理工科,偶尔用,6-15篇,0,0,0,1,1,1,0,0,0,0,B,希望能自动提取实验数据和结论的关系,D,C,A,3,1,5,2,4,不知道从哪章开始写，希望AI推荐顺序,1,1,0,1,1,C,B,A,手打参考文献格式经常漏点,A,1,1,1,0,0,D,B,降重把文学性表达改没了,B,A,A,C,希望AI提供多种改写风格,希望有多语言支持
女,大四,理工科,偶尔用,16-30篇,1,0,0,1,0,1,0,0,0,0,D,自动提取不同理论流派的对比,C,A,A,1,2,4,5,3,不知道从哪章开始写，希望AI推荐顺序,0,0,0,1,0,B,B,A,格式调了一晚上页眉还是乱的,D,1,0,0,0,0,A,A,改重改得自己都看不懂了,C,D,A,A,希望AI给出降重后的可读性评分,不要收集个人隐私
男,大二,医学/农学,没用过，想尝试,6-15篇,0,0,1,0,1,0,1,0,0,0,B,自动提取不同理论流派的对比,A,C,B,3,1,5,2,4,大纲列好了但写作时总跑偏，希望AI能提示章节重点,1,1,0,0,0,C,D,A,参考文献和正文标号对应不上,B,1,1,0,0,0,E,A,降重后案例公司名字变了,C,D,A,B,希望一键生成PPT大纲,手机端操作不方便，希望适配
男,大四,人文社科,经常用，已融入写作流程,5篇以内,1,1,1,0,1,1,0,0,0,1,D,希望能自动提取实验数据和结论的关系,B,C,C,5,1,4,2,3,导师给的框架太抽象，希望AI给个具体例子,1,1,0,1,0,D,A,B,图表标题和正文对不上,A,0,1,1,0,0,E,B,经常为了降重把专业术语改错,B,C,B,C,希望一键生成PPT大纲,希望能识别手写文献
女,大四,经管类,经常用，已融入写作流程,30篇以上,1,0,0,1,1,1,0,0,0,0,B,自动提取小说中的人物关系,C,C,A,2,5,1,4,3,实验设计和数据分析的逻辑链不清晰,1,1,0,1,0,B,B,C,参考文献格式不同期刊要求不一样，手动改吐了,C,0,0,1,0,0,A,A,改重改得自己都看不懂了,A,B,B,B,希望AI给出降重后的可读性评分,希望能识别手写文献
女,大三,理工科,偶尔用,6-15篇,1,0,0,0,0,1,0,0,0,0,A,自动标注文献中使用的开源数据集,A,B,B,4,3,2,5,1,引用了很多书但不知道怎么放进正文,1,1,0,0,0,B,B,D,参考文献格式不同期刊要求不一样，手动改吐了,C,0,0,0,1,0,B,C,降重把引用也改了，导师说不规范,A,D,B,A,希望PPT自动配图,不要收集个人隐私
女,大四,理工科,偶尔用,30篇以上,1,1,0,0,0,1,0,0,1,0,E,自动对比不同文献对同一概念的定义差异,C,A,B,2,3,1,4,5,SWOT分析不知道怎么组织,0,0,0,0,0,B,B,A,英文翻译的引文不知道要不要加原文,B,1,0,0,0,0,D,C,改重改得自己都看不懂了,A,A,B,B,希望AI能根据论文自动生成讲稿,免费版限制字数少一点
女,大四,理工科,经常用，已融入写作流程,6-15篇,0,1,1,0,0,1,0,0,0,1,C,希望能自动提取实验数据和结论的关系,A,B,B,2,4,1,5,3,导师给的框架太抽象，希望AI给个具体例子,1,0,0,1,0,B,A,B,论文里很多中文参考文献，知网导出格式总错,B,1,0,0,0,0,E,A,改重了10遍还是红,C,C,A,B,希望AI能根据论文自动生成讲稿,免费版限制字数少一点
